readFileIntoArray: C:\Users\Tango\Desktop\Projects\DS2_P2\scala\scalation\data\forestfires_cleaned.csv
load: read 99 data rows so far ...
load: read 199 data rows so far ...
load: read 299 data rows so far ...
load: read 399 data rows so far ...
load: read 499 data rows so far ...
load: read in an 517-by-13 matrix from forestfires_cleaned.csv
ox_fname = Array(intercept, X, Y, month, day, FFMC, DMC, DC, ISI, temp, RH, wind, rain)
------------------------------------------
| NeuralNet_3L for ForestFires with reLU |
------------------------------------------
 scaled: x = 
MatrixD(1.00000,	1.00734,	0.569309,	-1.96654,	0.357375,	-0.805180,	-1.32205,	-1.82871,	-0.860113,	-1.84086,	0.411326,	1.49716,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	1.10905,	-1.08985,	-0.00809419,	-1.17840,	0.488418,	-0.509195,	-0.153130,	-0.691786,	-1.74007,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	1.10905,	0.839784,	-0.00809419,	-1.04881,	0.560173,	-0.509195,	-0.738668,	-0.691786,	-1.51681,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	-1.96654,	0.357375,	0.191177,	-1.21119,	-1.89643,	-0.00475130,	-1.82364,	3.23039,	-0.00982420,	0.602572,
 	1.00000,	1.43953,	1.38238,	-1.96654,	1.32219,	-0.243597,	-0.930142,	-1.79686,	0.126843,	-1.28976,	3.35296,	-1.23774,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	0.230308,	1.32219,	0.299871,	-0.399278,	-0.241629,	1.24539,	0.570182,	-0.936922,	0.771577,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	0.230308,	-1.57226,	0.299871,	-0.343069,	-0.210992,	-0.114413,	0.897394,	-1.05949,	-0.512154,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	0.230308,	-1.57226,	0.154946,	0.539103,	0.242919,	0.368098,	-1.87530,	2.55627,	-1.01448,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	0.669677,	-1.08985,	0.0643681,	0.290846,	0.583151,	-0.443398,	-0.996994,	1.14673,	0.771577,	-0.0731974,
 	1.00000,	1.00734,	0.569309,	0.669677,	0.839784,	0.336102,	-0.357121,	0.607338,	-0.421466,	0.673512,	-0.262798,	-0.00982420,	-0.0731974,
 	1.00000,	1.00734,	0.569309,	0.669677,	0.839784,	0.336102,	-0.357121,	0.607338,	-0.421466,	-0.187573,	0.411326,	1.77624,	-0.0731974,
 	1.00000,	1.00734,	0.569309,	0.669677,	0.839784,	0.390449,	-0.588203,	0.665387,	2.97805,	0.0707522,	-0.385366,	-0.00982420,	-0.0731974,
 	1.00000,	0.575144,	0.569309,	0.230308,	0.357375,	-4.91742,	-0.625676,	0.473099,	-1.80320,	-0.325347,	1.69829,	1.49716,	-0.0731974,
 	1.00000,	0.575144,	0.569309,	0.669677,	-1.57226,	0.0462525,	0.244005,	0.558560,	-0.443398,	0.415186,	-0.140230,	-1.01448,	-0.0731974,
 	1.00000,	0.575144,	0.569309,	0.669677,	-0.607444,	0.408564,	0.350178,	0.611369,	0.0391134,	1.29349,	-1.42719,	0.269248,	-0.0731974,
 	1.00000,	0.575144,	0.569309,	0.669677,	0.357375,	0.481026,	0.473526,	0.669015,	1.06993,	0.690734,	-0.0176621,	0.771577,	-0.0731974,
 	1.00000,	0.142950,	0.569309,	-1.96654,	0.839784,	0.191177,	-1.17215,	-1.88313,	-0.267939,	-0.652559,	-1.05949,	0.771577,	-0.0731974,
 	1.00000,	1.43953,	0.569309,	1.10905,	-1.57226,	-1.04068,	-1.21899,	0.468665,	-1.32069,	-0.377012,	0.166190,	0.492505,	-0.0731974,
 	1.00000,	0.575144,	-0.243765,	-1.96654,	-0.607444,	-0.261712,	-1.29550,	-1.92344,	-0.596924,	-0.514786,	-0.569218,	-0.00982420,	-0.0731974,
 	1.00000,	0.575144,	-0.243765,	-1.52717,	0.839784,	-0.787064,	-1.30331,	-1.81742,	-0.860113,	-1.65142,	-0.0176621,	0.269248,	-0.0731974,
 	1.00000,	0.575144,	-0.243765,	0.669677,	-1.08985,	0.0643681,	0.290846,	0.583151,	-0.443398,	-0.101465,	-0.262798,	-0.735411,	-0.0731974,
 	1.00000,	0.142950,	-0.243765,	0.669677,	-1.57226,	0.209293,	-0.505451,	0.710939,	0.0391134,	0.0363088,	-0.385366,	-0.735411,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	-0.648431,	1.32219,	0.662182,	-0.227528,	-1.40261,	10.3254,	0.363521,	-0.0176621,	0.269248,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	0.230308,	0.839784,	-0.0805565,	0.000431867,	-0.0424888,	-0.618857,	0.105196,	-0.0789461,	0.994835,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	0.230308,	0.839784,	0.517258,	0.445421,	0.186482,	2.47360,	0.828507,	-0.753070,	0.994835,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	0.230308,	1.32219,	0.136830,	0.492262,	0.215507,	0.346166,	-0.445899,	0.962882,	0.771577,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	0.669677,	0.357375,	0.317986,	0.109727,	0.483984,	0.697084,	0.0190871,	-0.630502,	0.994835,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	0.669677,	-1.57226,	0.0462525,	0.244005,	0.558560,	-0.443398,	0.0879739,	0.227474,	-1.51681,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	0.669677,	0.839784,	0.499142,	0.539103,	0.699249,	-0.202142,	1.94792,	-1.24334,	-0.735411,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	0.669677,	1.32219,	0.517258,	0.599996,	0.728273,	-0.202142,	0.673512,	-0.324082,	-0.233082,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	0.669677,	0.357375,	0.662182,	-0.402401,	0.581941,	1.50858,	1.12128,	-1.24334,	-0.233082,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	0.669677,	-1.57226,	-0.370406,	-0.297789,	0.652890,	-0.421466,	-1.32421,	2.06599,	1.99949,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	0.669677,	0.357375,	-0.370406,	-0.642851,	0.640393,	-0.706586,	0.294634,	-0.446650,	-1.23774,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	0.669677,	1.32219,	0.191177,	-0.550730,	0.686752,	-0.267939,	-0.204795,	-0.324082,	-0.233082,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	0.669677,	-1.57226,	0.209293,	-0.505451,	0.710939,	0.0391134,	0.397965,	-0.753070,	-0.735411,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	0.669677,	-1.08985,	-0.0624409,	-0.471101,	0.734723,	-0.596924,	-0.118687,	1.08545,	0.269248,	-0.0731974,
 	1.00000,	0.575144,	-1.05684,	1.10905,	-1.08985,	-0.00809419,	-1.17840,	0.488418,	-0.509195,	0.484073,	-1.24334,	0.269248,	-0.0731974,
 	1.00000,	1.00734,	-0.243765,	1.10905,	0.357375,	-0.116788,	-1.08316,	0.542839,	-0.0705483,	-1.30698,	0.962882,	0.771577,	-0.0731974,
 	1.00000,	1.00734,	-1.05684,	1.10905,	0.839784,	-0.00809419,	-1.04881,	0.560173,	-0.509195,	-0.187573,	-1.05949,	-0.00982420,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	-1.96654,	-1.08985,	-0.460984,	-1.32985,	-1.93634,	-1.14523,	-0.824777,	-0.0789461,	-0.735411,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	-0.209062,	-1.08985,	-2.01892,	-0.784935,	-0.730612,	-1.64968,	0.759621,	-0.446650,	-0.512154,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	0.230308,	0.839784,	-0.0805565,	-0.218159,	0.307418,	-0.0266836,	-0.0842431,	-0.140230,	1.49716,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	0.230308,	-1.08985,	0.752760,	-0.0401636,	0.399732,	1.74984,	-0.394234,	0.595178,	0.771577,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	0.669677,	0.839784,	0.336102,	-0.357121,	0.607338,	-0.421466,	0.122417,	0.227474,	-0.735411,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	0.669677,	-0.607444,	-0.0986721,	-0.436751,	0.756895,	-0.618857,	-1.03144,	1.82086,	0.492505,	-0.0731974,
 	1.00000,	0.142950,	1.38238,	0.669677,	-0.607444,	0.662182,	-0.402401,	0.581941,	1.50858,	1.20738,	-1.24334,	-0.00982420,	-0.0731974,
 	1.00000,	0.142950,	1.38238,	0.669677,	-1.57226,	0.0462525,	0.244005,	0.558560,	-0.443398,	-0.721446,	1.57572,	-0.233082,	-0.0731974,
 	1.00000,	0.575144,	1.38238,	-0.209062,	-1.57226,	0.644067,	-0.758392,	-0.423436,	0.433895,	0.707955,	-0.507934,	-0.512154,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	-1.96654,	-1.57226,	-0.624024,	-1.35796,	-1.94803,	-1.07944,	-1.22088,	-0.569218,	-1.23774,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	-1.96654,	-1.57226,	-0.551562,	-0.916090,	-1.79041,	-0.882045,	-1.35865,	0.104906,	0.994835,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	0.669677,	-0.125035,	0.408564,	0.407948,	0.638781,	0.0391134,	0.329078,	-1.67233,	-1.51681,	-0.0731974,
 	1.00000,	-0.289244,	-1.05684,	0.230308,	1.32219,	-0.0805565,	-0.176002,	0.335636,	-0.596924,	0.449630,	-0.630502,	-1.01448,	-0.0731974,
 	1.00000,	-0.289244,	-1.05684,	0.230308,	-0.607444,	0.263639,	0.00511597,	0.427950,	0.126843,	0.260191,	-0.140230,	0.492505,	-0.0731974,
 	1.00000,	-0.289244,	-1.05684,	0.230308,	-0.607444,	0.263639,	0.00511597,	0.427950,	0.126843,	0.260191,	-0.140230,	0.492505,	-0.0731974,
 	1.00000,	-0.289244,	-1.05684,	0.230308,	-0.125035,	0.191177,	0.0535183,	0.456975,	-0.596924,	-0.222017,	0.0436219,	-0.233082,	-0.0731974,
 	1.00000,	-0.289244,	-1.05684,	0.669677,	-0.125035,	0.408564,	0.407948,	0.638781,	0.0391134,	1.51738,	-1.24334,	-1.01448,	-0.0731974,
 	1.00000,	-0.289244,	-1.05684,	0.669677,	-1.08985,	-0.0624409,	-0.471101,	0.734723,	-0.596924,	-0.187573,	1.14673,	0.492505,	-0.0731974,
 	1.00000,	-0.289244,	-1.05684,	1.10905,	1.32219,	0.354217,	-1.00509,	0.579926,	-0.0486160,	-0.876442,	0.350042,	-0.735411,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	-2.40591,	-1.57226,	-1.20372,	-1.58592,	-2.07179,	-1.51808,	-0.859220,	-0.262798,	0.771577,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	-2.40591,	0.357375,	-0.732717,	-1.52502,	-2.03551,	-0.816248,	-1.13477,	0.411326,	-1.74007,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	-1.96654,	1.32219,	-0.243597,	-0.930142,	-1.79686,	0.126843,	-1.27254,	-0.324082,	0.994835,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	-1.96654,	1.32219,	-0.243597,	-0.930142,	-1.79686,	0.126843,	-2.30584,	0.901598,	1.27391,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	0.230308,	-0.125035,	0.426680,	-0.555414,	-0.327897,	-0.289872,	-0.0153563,	-0.569218,	0.492505,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	0.230308,	1.32219,	-0.0805565,	-0.176002,	0.335636,	-0.596924,	0.329078,	-0.691786,	-0.735411,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	0.230308,	-1.57226,	0.0824837,	-0.119793,	0.366273,	-0.706586,	0.725177,	-0.814354,	-0.512154,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	0.230308,	-0.125035,	0.191177,	0.0535183,	0.456975,	-0.596924,	-0.0497997,	-0.0176621,	0.269248,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	0.669677,	0.357375,	0.317986,	0.109727,	0.483984,	0.697084,	0.707955,	-0.446650,	0.269248,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	0.669677,	0.357375,	0.317986,	0.109727,	0.483984,	0.697084,	0.122417,	-0.691786,	0.771577,	-0.0731974,
 	1.00000,	-1.15363,	-1.86991,	0.669677,	0.357375,	0.317986,	0.109727,	0.483984,	0.697084,	0.122417,	-0.691786,	1.27391,	-0.0731974,
 	1.00000,	-0.289244,	0.569309,	-1.96654,	0.357375,	0.191177,	-1.21119,	-1.89643,	-0.00475130,	-0.290904,	-1.12077,	0.269248,	-0.0731974,
 	1.00000,	-0.289244,	0.569309,	-1.96654,	0.357375,	0.100599,	-0.976983,	-1.81460,	0.762881,	-0.532008,	-1.05949,	1.99949,	-0.0731974,
 	1.00000,	-0.289244,	0.569309,	0.669677,	0.357375,	0.662182,	-0.402401,	0.581941,	1.50858,	-0.204795,	-0.446650,	-0.233082,	-0.0731974,
 	1.00000,	0.142950,	-0.243765,	-1.96654,	0.357375,	0.191177,	-1.21119,	-1.89643,	-0.00475130,	-0.566451,	-1.18206,	1.27391,	-0.0731974,
 	1.00000,	0.142950,	-0.243765,	0.230308,	-1.08985,	-0.334175,	0.568769,	0.268315,	-0.00475130,	-0.273682,	-0.0789461,	0.269248,	-0.0731974,
 	1.00000,	0.142950,	-0.243765,	0.669677,	0.357375,	0.481026,	0.473526,	0.669015,	1.06993,	1.50015,	-0.875638,	-1.51681,	-0.0731974,
 	1.00000,	1.87172,	3.82160,	-2.40591,	-0.125035,	-1.16749,	-1.62495,	-2.10162,	-0.289872,	-2.09918,	2.12728,	-0.512154,	-0.0731974,
 	1.00000,	1.87172,	3.82160,	-2.40591,	0.357375,	-0.732717,	-1.52502,	-2.03551,	-0.816248,	-0.549229,	-0.0789461,	-0.512154,	-0.0731974,
 	1.00000,	-1.58582,	-1.05684,	-1.96654,	-1.57226,	-0.551562,	-0.916090,	-1.79041,	-0.882045,	-1.82364,	1.69829,	-0.512154,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.230308,	0.357375,	-0.0986721,	-0.0448477,	-0.0731258,	0.762881,	-0.721446,	1.33059,	-0.735411,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.230308,	-1.08985,	0.0643681,	0.161253,	0.0550658,	-0.443398,	0.466851,	-1.54976,	1.49716,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.230308,	1.32219,	0.136830,	0.492262,	0.215507,	0.346166,	0.105196,	-0.324082,	1.27391,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.230308,	1.32219,	-0.0805565,	-0.176002,	0.335636,	-0.596924,	-0.170352,	-0.0176621,	-1.01448,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.230308,	-1.08985,	0.752760,	-0.0401636,	0.399732,	1.74984,	-0.0497997,	0.411326,	0.269248,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.230308,	-0.607444,	0.263639,	0.00511597,	0.427950,	0.126843,	-0.394234,	0.166190,	-1.74007,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.230308,	-0.125035,	0.191177,	0.0535183,	0.456975,	-0.596924,	0.225748,	0.0436219,	-0.233082,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.669677,	-0.125035,	0.408564,	0.407948,	0.638781,	0.0391134,	0.449630,	-1.79490,	-1.74007,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.669677,	-0.125035,	0.408564,	0.407948,	0.638781,	0.0391134,	1.12128,	-1.05949,	-1.01448,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.669677,	-0.125035,	0.408564,	0.407948,	0.638781,	0.0391134,	0.604625,	-0.630502,	-1.01448,	-0.0731974,
 	1.00000,	-1.58582,	-1.86991,	0.669677,	1.32219,	0.517258,	0.599996,	0.728273,	-0.202142,	1.10405,	-0.507934,	-0.233082,	-0.0731974,
 	1.00000,	0.575144,	0.569309,	-1.96654,	0.839784,	0.191177,	-1.17215,	-1.88313,	-0.267939,	-0.256460,	-1.18206,	0.492505,	-0.0731974,
 	1.00000,	0.575144,	0.569309,	0.230308,	0.839784,	-0.0805565,	-0.218159,	0.307418,	-0.0266836,	-0.721446,	0.901598,	0.994835,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	-1.96654,	0.357375,	0.191177,	-1.17215,	-1.88313,	-0.267939,	-0.256460,	-1.24334,	0.771577,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	0.230308,	1.32219,	0.299871,	-0.399278,	-0.241629,	1.24539,	0.329078,	-0.753070,	1.27391,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	0.230308,	1.32219,	0.136830,	0.492262,	0.215507,	0.346166,	-0.118687,	-0.0789461,	0.492505,	-0.0731974,
 	1.00000,	1.43953,	1.38238,	0.230308,	-1.57226,	0.0824837,	-0.119793,	0.366273,	-0.706586,	0.776842,	-1.36591,	-0.735411,	-0.0731974,
 	1.00000,	-0.289244,	-0.243765,	0.669677,	1.32219,	-0.171134,	-0.325894,	0.630719,	-0.925910,	-0.187573,	1.20802,	-1.51681,	-0.0731974,
 	1.00000,	-0.721437,	-0.243765,	-2.40591,	0.839784,	-1.22184,	-1.60621,	-2.08710,	-1.40842,	-1.06588,	0.227474,	-1.23774,	-0.0731974,
 	1.00000,	-0.721437,	-0.243765,	-1.96654,	0.839784,	-3.92106,	-1.69365,	-2.14636,	-1.82514,	-0.256460,	-1.24334,	0.771577,	-0.0731974,
 	1.00000,	-0.721437,	-0.243765,	0.230308,	1.32219,	0.136830,	0.492262,	0.215507,	0.346166,	-1.25532,	2.61755,	0.269248,	-0.0731974,
 	1.00000,	-0.721437,	-0.243765,	0.230308,	1.32219,	0.136830,	0.492262,	0.215507,	0.346166,	0.156861,	-0.324082,	0.771577,	-0.0731974,
